Mobile,Review
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object",['Excelente teléfono. A muy buen precio']
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object",['']
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object","['Excelente celular, buen precio, buen tamaño, desventaja no esta totalmente desbloqueado tiene app de movistar pero lo malo tardo en llegar']"
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object",['']
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","['I love it, so far, but it\'s not much different than the G6 or G7 and doesn\'t seem much faster, although it does have a Snapdragon Quad Core processor and Android ""Q"" version 10. Otherwise, it\'s the same old rugged and dependable Motorola/Lenovo Moto G, I\'ve come to know and love.\n\nI\'m a former Samsung Only Customer. This phone (as far back as G5 Plus) does EVERYTHING a Samsung can do and then some..']"
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","['Bought this for my better half and she loves it ... this is her first unlocked phone and with a little help,very little as she loves hands on when learning new things,she was able to set it up all by herself,works great good battery life']"
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","['Moto G8 Power doesn\'t even seem like your typical Motorola phone. At 6.4"", it looks and feels more like a One Plus.\n64GB, 64GB sim, and case free-can\'t beat the deal.\nDef a great value for this type of phone.\nThe only thing I would recommend is to upgrade the case on the phone. The stock one does not protect the screen.']"
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","['This version does not come with 5 GHZ Wifi connectivity. Only 2 GHZ available. Huge phone as it contains 5000 Mah battery. US Customers can choose US Version Moto G Power with single sim and triple camera. With this generation, there is no NFC.']"
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","[""For the price it is perhaps the best purchase/ investment I've ever made in my lifetime. The amazing battery life is the best part.\n\nMid range specs and camera is more than satisfactory for me and my lifestyle.\n\nBeing able to charge my phone and get 3 days worth of battery life is reassuring and getting 2 days or day and a half with heavy use is going to be very hard to go back to when I eventually do get another phone after this .\n\nI will post one con and that is I was unable to get WIFI 5G ( t-mobile nyc)""]"
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","[""Camera is ok not the best , not the worst .... Besides that it's a good value for the money and it's all the phone I need .... Others may want to spend 450 to 800 dollars on a phone , can't justify it for my needs this phone is an excellent value ... And the battery life is fantastic.. 3 days for my use on a single charge""]"
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","['Phone is excellent for the price, slight delay at times, battery is good but I had hoped it would be better. The phone will last a solid day of use.']"
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","[""Moto is the best way to go. Far less expensive for an equivalent phone. I've had Moto for 6 years never once had problem, decided to upgrade. Friend has new Samsung he hates it and wishes he had mine.""]"
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","[""Nice clean and quick android coming from a Samsung S9+ ! Phones battery lives up to its claim. I easily get 2 days of pretty heavy use out of it . One thing I was not aware of (which apparently is common in dual sim phones) is that you cannot have an SD card and 2 sims in at the same time, only 1 sim + sd card or 2 sims.\n\nThe complaint others have had is the cameras. The selfie camera is very good going from my s9+, and the rear cameras are about on par with that phone in day light, however in low light there is lots of noise. Good enough for sharing pics on social media, but probably not if you want to get your photos printed.\n\nWhat was very strange is that the SD card that came with the phone was just loose in a case and is not branded or in any sort of packaging... not sure if its been used. I'm not going to use it anyways since I got this for its dual sim feature, but its a little sketchy in my opinion.""]"
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","[""I really like the Motorola Moto G8 Power. It's a little heavier than my old smartphone, but it's worth the extra weight for the 5000 battery. I don't use this phone for gaming, just normal calling, texting and emailing as well as accessing websites now and then, reading the occasional article online and taking photos. So far I've only had to charge the battery after about 7 days!""]"
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object",['This did not come with the memory card Bundle.']
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","['Battery life is as advertised, that was why I bought this one. Pretty good antenna reception not as good as iPhone but close. I had a Samsung S3 and it was a piece of crap.']"
"Mobile    [Motorola Moto G8 Power XT2041-1 64GB Hybrid D...
Name: 16, dtype: object","[""Love it. My nexus 6p finally crapped out and this has been an awesome replacement. Does everything you need to well enough and the price is right. Google can take lessons from Motorola imho even though I'm sure the 4a is great. This is a perfect transiton from Googles nexus line. Thanks moto.""]"
"Mobile    [BLU Advance S5 HD – Unlocked Single Sim Smart...
Name: 17, dtype: object","[""I got this for my girlfriend who's been using an iPhone 5S in part out of simplicity (smaller size/familiarity) and in part out of frugality (a new high end phone costs $$$).\n\nWe just transferred her SIM card over today. The battery was decently charged when we powered on the phone. The phone started up quickly and moved very well. I was apprehensive about the Android Go Edition, but it feels just like any other Android build. The screen is vibrant and the sound is decent. Downloading apps is very straightforward as with other Android devices. I ran into an issue where the Play Store got hung up, so I killed it through the Phone Settings > Apps > Google Play Store > Storage > Clear Data. Once I started the app again, it ran just fine. One unfortunate thing: I found out that the Wi-Fi card unfortunately isn't dual band (doesn't support 5 GHz Wi-Fi band).\n\nThe layout of the phone is a little strange, but it doesn't render the phone unusable. Both micro USB and AUX port are on the top of the phone. Volume and lock buttons are both to the right of the screen. Popping off the back cover involves sliding a fingernail or card through the slit near the front side of the phone (which is never mentioned in the instructions).\n\nI hope it lasts my girlfriend at least a year. It sure looks like it can.""]"
"Mobile    [BLU Advance S5 HD – Unlocked Single Sim Smart...
Name: 17, dtype: object","[""The phone has the latest 8.1 Oreo its smooth and fast looks awesome has more feature then expected its light the scream is very clear and takes beautiful pictures for a mid level phone does more then alot of more exspenceive phones I love it and for the price you can't beat it""]"
"Mobile    [BLU Advance S5 HD – Unlocked Single Sim Smart...
Name: 17, dtype: object","['Muy bueno para el precio excelente ,se maneja rápido viene desbloqueado de fabrica actualmente lo estoy usando aquí en República Dominicana . Asi que estoy satisfecha con la compra']"
"Mobile    [BLU Advance S5 HD – Unlocked Single Sim Smart...
Name: 17, dtype: object",['']
"Mobile    [BLU Advance S5 HD – Unlocked Single Sim Smart...
Name: 17, dtype: object","['What I did not like right off was the lack of info, like how to get the back cover off, not even a little slot to pop it open, I had it open once by luck. Second thing was how to get the SIM card in and lock it secure, never seen where to put the SD card. Another thing was the head set & usb plugs are on top, pictures did not show this ether. So-- I decided to return it, tried to get the back case open again and failed, and left my SIM card inside. Returned and was granted, a refund, that was my happy moment! I just thought things would never get any better. Not a good start!']"
